INFO  29 Oct 2020 - 15:23:35.260  [restartedMain]  o.s.d.r.c.RepositoryConfigurationDelegate --- Bootstrapping Spring Data JPA repositories in DEFERRED mode.
INFO  29 Oct 2020 - 15:23:35.306  [restartedMain]  o.s.d.r.c.RepositoryConfigurationDelegate --- Finished Spring Data repository scanning in 46ms. Found 2 JPA repository interfaces.
INFO  29 Oct 2020 - 15:23:35.509  [restartedMain]  o.s.b.w.e.tomcat.TomcatWebServer --- Tomcat initialized with port(s): 8080 (http)
INFO  29 Oct 2020 - 15:23:35.511  [restartedMain]  o.a.catalina.core.StandardService --- Starting service [Tomcat]
INFO  29 Oct 2020 - 15:23:35.513  [restartedMain]  o.a.catalina.core.StandardEngine --- Starting Servlet engine: [Apache Tomcat/9.0.38]
INFO  29 Oct 2020 - 15:23:35.566  [restartedMain]  o.a.c.c.C.[Tomcat].[localhost].[/] --- Initializing Spring embedded WebApplicationContext
INFO  29 Oct 2020 - 15:23:35.578  [restartedMain]  o.s.b.w.s.c.ServletWebServerApplicationContext --- Root WebApplicationContext: initialization completed in 646 ms
INFO  29 Oct 2020 - 15:23:35.670  [restartedMain]  o.s.s.c.ThreadPoolTaskExecutor --- Initializing ExecutorService 'applicationTaskExecutor'
INFO  29 Oct 2020 - 15:23:35.687  [task-1]  o.h.jpa.internal.util.LogHelper --- HHH000204: Processing PersistenceUnitInfo [name: default]
INFO  29 Oct 2020 - 15:23:35.721  [task-1]  com.zaxxer.hikari.HikariDataSource --- HikariPool-3 - Starting...
WARN  29 Oct 2020 - 15:23:35.757  [restartedMain]  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration --- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
INFO  29 Oct 2020 - 15:23:35.808  [task-1]  com.zaxxer.hikari.HikariDataSource --- HikariPool-3 - Start completed.
INFO  29 Oct 2020 - 15:23:35.809  [task-1]  org.hibernate.dialect.Dialect --- HHH000400: Using dialect: org.hibernate.dialect.MySQL57Dialect
INFO  29 Oct 2020 - 15:23:35.890  [task-1]  o.h.e.t.j.p.i.JtaPlatformInitiator --- HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
INFO  29 Oct 2020 - 15:23:35.892  [task-1]  o.s.o.j.LocalContainerEntityManagerFactoryBean --- Initialized JPA EntityManagerFactory for persistence unit 'default'
INFO  29 Oct 2020 - 15:23:35.896  [task-2]  o.s.b.d.a.OptionalLiveReloadServer --- LiveReload server is running on port 35729
INFO  29 Oct 2020 - 15:23:35.993  [restartedMain]  o.s.b.w.e.tomcat.TomcatWebServer --- Tomcat started on port(s): 8080 (http) with context path ''
INFO  29 Oct 2020 - 15:23:35.996  [restartedMain]  o.s.d.r.c.DeferredRepositoryInitializationListener --- Triggering deferred initialization of Spring Data repositories…
INFO  29 Oct 2020 - 15:23:36.082  [restartedMain]  o.s.d.r.c.DeferredRepositoryInitializationListener --- Spring Data repositories initialized!
INFO  29 Oct 2020 - 15:23:36.087  [restartedMain]  c.c.crudapp.CrudappApplication --- Started CrudappApplication in 1.208 seconds (JVM running for 201.704)
INFO  29 Oct 2020 - 15:23:36.103  [restartedMain]  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener --- Condition evaluation unchanged
INFO  29 Oct 2020 - 15:23:53.212  [Thread-13]  o.s.o.j.LocalContainerEntityManagerFactoryBean --- Closing JPA EntityManagerFactory for persistence unit 'default'
INFO  29 Oct 2020 - 15:23:53.214  [Thread-13]  o.s.s.c.ThreadPoolTaskExecutor --- Shutting down ExecutorService 'applicationTaskExecutor'
INFO  29 Oct 2020 - 15:23:53.232  [Thread-13]  com.zaxxer.hikari.HikariDataSource --- HikariPool-3 - Shutdown initiated...
INFO  29 Oct 2020 - 15:23:53.249  [Thread-13]  com.zaxxer.hikari.HikariDataSource --- HikariPool-3 - Shutdown completed.
